item_id,ro_id,item_type,item_name,quantity,unit_price,total_price,technician_id,created_at
389,124,Part,Cabin Filter,3,325.92,977.76,14,2026-06-16
390,125,Labour,Diagnostic Labour,1,2449.71,2449.71,15,2026-06-16
391,125,Part,Battery,3,612.43,1837.29,14,2026-06-16
392,125,Part,Clutch Plate,2,918.64,1837.28,17,2026-06-16
393,125,Part,Brake Pads,1,2449.71,2449.71,15,2026-06-16
394,125,Consumable,Wiring & Connectors,2,612.43,1224.86,14,2026-06-16
395,126,Consumable,Miscellaneous,1,3703.55,3703.55,17,2026-06-16
396,126,Labour,Recall Service Labour,1,9258.86,9258.86,17,2026-06-16
397,126,Part,Recall Part Replacement,3,1851.77,5555.31,16,2026-06-16
398,127,Labour,General Service Labour,1,7770.77,7770.77,14,2026-06-16
399,127,Consumable,Brake Fluid,1,1295.13,1295.13,14,2026-06-16
400,127,Part,Air Filter,1,1295.13,1295.13,16,2026-06-16
401,128,Consumable,Coolant,2,315.88,631.76,16,2026-06-16
402,128,Oil,Engine Oil 5W-30,2,947.65,1895.3,14,2026-06-16
403,128,Part,Spark Plugs,1,1010.83,1010.83,17,2026-06-16
404,133,Consumable,Coolant,2,438.29,876.58,16,2026-06-16
405,133,Oil,Engine Oil 5W-30,2,1314.87,2629.74,16,2026-06-16
406,133,Part,Spark Plugs,3,467.51,1402.53,14,2026-06-16
407,133,Consumable,Grease & Lubricants,2,1051.89,2103.78,16,2026-06-16
408,134,Oil,Engine Oil 5W-30,3,143.65,430.95,16,2026-06-16
409,134,Part,Oil Filter,3,47.88,143.64,16,2026-06-16
410,134,Labour,General Service Labour,1,861.9,861.9,16,2026-06-16
411,134,Consumable,Brake Fluid,1,143.65,143.65,15,2026-06-16
412,134,Consumable,Grease & Lubricants,3,114.92,344.76,17,2026-06-16
413,134,Part,Cabin Filter,2,71.82,143.64,17,2026-06-16
414,135,Part,Spark Plugs,1,1085.29,1085.29,16,2026-06-16
415,135,Labour,Washing & Polishing,1,1356.61,1356.61,17,2026-06-16
416,135,Consumable,Brake Fluid,1,678.3,678.3,15,2026-06-16
417,136,Consumable,Wiring & Connectors,3,425.59,1276.77,14,2026-06-16
418,136,Labour,Diagnostic Labour,1,2553.55,2553.55,16,2026-06-16
419,136,Labour,Repair Labour,1,2553.55,2553.55,14,2026-06-16
420,137,Part,Clutch Plate,2,475.6,951.2,16,2026-06-16
421,137,Labour,Diagnostic Labour,1,1268.26,1268.26,15,2026-06-16
422,137,Labour,Repair Labour,1,1268.26,1268.26,14,2026-06-16
423,137,Part,Battery,2,475.6,951.2,17,2026-06-16
424,137,Part,Brake Pads,3,422.75,1268.25,17,2026-06-16
425,138,Part,Battery,3,722.15,2166.45,15,2026-06-16
426,138,Consumable,Wiring & Connectors,2,722.15,1444.3,17,2026-06-16
427,138,Part,Brake Pads,2,1444.31,2888.62,15,2026-06-16
428,139,Labour,Warranty Labour,1,1620.78,1620.78,17,2026-06-16
429,139,Part,Warranty Part Replacement,1,1418.19,1418.19,14,2026-06-16
430,139,Consumable,Sealants & Gaskets,2,506.5,1013.0,15,2026-06-16
431,140,Part,Air Filter,3,203.58,610.74,14,2026-06-16
432,140,Labour,Washing & Polishing,1,1221.5,1221.5,17,2026-06-16
433,140,Consumable,Coolant,3,203.58,610.74,16,2026-06-16
434,140,Consumable,Grease & Lubricants,2,732.9,1465.8,17,2026-06-16
435,140,Part,Oil Filter,1,610.75,610.75,17,2026-06-16
436,140,Part,Cabin Filter,1,610.75,610.75,15,2026-06-16
437,141,Part,Cabin Filter,2,185.34,370.68,17,2026-06-16
438,141,Consumable,Coolant,3,123.56,370.68,16,2026-06-16
439,141,Labour,General Service Labour,1,2224.1,2224.1,15,2026-06-16
440,141,Labour,Washing & Polishing,1,741.37,741.37,17,2026-06-16
441,141,Oil,Engine Oil 5W-30,3,370.68,1112.04,16,2026-06-16
442,141,Part,Oil Filter,2,185.34,370.68,15,2026-06-16
443,142,Part,Brake Pads,2,2558.16,5116.32,16,2026-06-16
444,142,Part,Clutch Plate,3,1279.08,3837.24,17,2026-06-16
445,142,Labour,Repair Labour,1,5116.32,5116.32,15,2026-06-16
446,142,Part,Battery,3,1279.08,3837.24,14,2026-06-16
447,142,Consumable,Wiring & Connectors,1,2558.16,2558.16,14,2026-06-16
448,142,Labour,Diagnostic Labour,1,5116.32,5116.32,17,2026-06-16
449,145,Consumable,Coolant,2,605.34,1210.68,14,2026-06-16
450,145,Labour,Washing & Polishing,1,2421.34,2421.34,16,2026-06-16
451,145,Part,Cabin Filter,2,605.34,1210.68,17,2026-06-16
452,146,Labour,Diagnostic Labour,1,2519.36,2519.36,15,2026-06-16
453,146,Part,Battery,1,1889.52,1889.52,14,2026-06-16
454,146,Part,Clutch Plate,2,944.76,1889.52,15,2026-06-16
455,146,Consumable,Wiring & Connectors,3,419.89,1259.67,16,2026-06-16
456,147,Labour,Recall Service Labour,1,5165.62,5165.62,17,2026-06-16
457,147,Part,Recall Part Replacement,2,1549.69,3099.38,16,2026-06-16
458,147,Consumable,Miscellaneous,2,1033.12,2066.24,15,2026-06-16
459,148,Consumable,Brake Fluid,2,296.46,592.92,14,2026-06-16
460,148,Oil,Engine Oil 5W-30,3,592.91,1778.73,15,2026-06-16
461,148,Part,Air Filter,2,296.46,592.92,16,2026-06-16
462,148,Labour,Washing & Polishing,1,1185.83,1185.83,17,2026-06-16
463,149,Part,Brake Pads,1,2097.04,2097.04,15,2026-06-16
464,149,Labour,Repair Labour,1,2097.04,2097.04,17,2026-06-16
465,149,Part,Battery,1,1572.78,1572.78,16,2026-06-16
466,149,Consumable,Wiring & Connectors,3,349.51,1048.53,17,2026-06-16
467,149,Labour,Diagnostic Labour,1,2097.04,2097.04,17,2026-06-16
468,149,Part,Clutch Plate,1,1572.78,1572.78,17,2026-06-16
469,153,Part,Spark Plugs,3,445.69,1337.07,17,2026-06-16
470,153,Part,Cabin Filter,2,417.84,835.68,14,2026-06-16
471,153,Consumable,Brake Fluid,3,278.56,835.68,15,2026-06-16
472,153,Consumable,Grease & Lubricants,1,2005.61,2005.61,14,2026-06-16
473,154,Consumable,Grease & Lubricants,2,236.92,473.84,14,2026-06-16
474,154,Oil,Engine Oil 5W-30,2,296.15,592.3,14,2026-06-16
475,154,Part,Air Filter,1,197.43,197.43,17,2026-06-16
476,154,Consumable,Coolant,1,197.43,197.43,16,2026-06-16
477,154,Labour,Washing & Polishing,1,394.86,394.86,14,2026-06-16
478,155,Part,Brake Pads,3,1247.98,3743.94,15,2026-06-16
479,155,Consumable,Wiring & Connectors,1,1871.98,1871.98,17,2026-06-16
480,155,Labour,Diagnostic Labour,1,3743.95,3743.95,17,2026-06-16
481,156,Part,Spark Plugs,1,1008.53,1008.53,16,2026-06-16
482,156,Part,Cabin Filter,2,315.17,630.34,14,2026-06-16
483,156,Consumable,Grease & Lubricants,2,756.4,1512.8,14,2026-06-16
484,156,Labour,General Service Labour,1,3781.99,3781.99,14,2026-06-16
485,156,Labour,Washing & Polishing,1,1260.66,1260.66,14,2026-06-16
486,156,Consumable,Coolant,3,210.11,630.33,14,2026-06-16
487,157,Labour,Repair Labour,1,1754.94,1754.94,15,2026-06-16
488,157,Part,Battery,3,438.74,1316.22,17,2026-06-16
489,157,Part,Clutch Plate,2,658.1,1316.2,17,2026-06-16
490,157,Labour,Diagnostic Labour,1,1754.94,1754.94,15,2026-06-16
491,157,Part,Brake Pads,3,584.98,1754.94,15,2026-06-16
492,158,Part,Cabin Filter,1,329.74,329.74,16,2026-06-16
493,158,Part,Air Filter,2,164.87,329.74,16,2026-06-16
494,158,Consumable,Coolant,1,329.74,329.74,16,2026-06-16
495,158,Labour,Washing & Polishing,1,659.48,659.48,17,2026-06-16
496,158,Labour,General Service Labour,1,1978.42,1978.42,15,2026-06-16
497,158,Part,Spark Plugs,2,263.79,527.58,14,2026-06-16
498,159,Part,Spark Plugs,2,749.62,1499.24,14,2026-06-16
499,159,Part,Oil Filter,3,312.34,937.02,17,2026-06-16
500,159,Oil,Engine Oil 5W-30,3,937.03,2811.09,17,2026-06-16
501,160,Part,Brake Pads,2,2050.44,4100.88,16,2026-06-16
502,160,Labour,Diagnostic Labour,1,4100.89,4100.89,17,2026-06-16
503,160,Consumable,Wiring & Connectors,2,1025.22,2050.44,15,2026-06-16
504,161,Consumable,Coolant,3,117.41,352.23,17,2026-06-16
505,161,Part,Air Filter,2,176.12,352.24,14,2026-06-16
506,161,Part,Oil Filter,3,117.41,352.23,17,2026-06-16
507,163,Labour,Repair Labour,1,1335.16,1335.16,15,2026-06-16
508,163,Part,Brake Pads,3,445.05,1335.15,17,2026-06-16
509,163,Labour,Diagnostic Labour,1,1335.16,1335.16,17,2026-06-16
510,164,Part,Spark Plugs,2,85.46,170.92,17,2026-06-16
511,164,Consumable,Grease & Lubricants,1,256.38,256.38,14,2026-06-16
512,164,Part,Air Filter,1,106.82,106.82,14,2026-06-16
513,166,Oil,Engine Oil 5W-30,2,1974.33,3948.66,16,2026-06-16
514,166,Part,Air Filter,1,1316.22,1316.22,15,2026-06-16
515,166,Consumable,Brake Fluid,1,1316.22,1316.22,14,2026-06-16
516,166,Labour,Washing & Polishing,1,2632.45,2632.45,15,2026-06-16
517,167,Consumable,Grease & Lubricants,3,744.24,2232.72,15,2026-06-16
518,167,Labour,Washing & Polishing,1,1860.61,1860.61,16,2026-06-16
519,167,Oil,Engine Oil 5W-30,3,930.3,2790.9,15,2026-06-16
520,167,Part,Air Filter,2,465.15,930.3,15,2026-06-16
521,167,Consumable,Brake Fluid,1,930.3,930.3,14,2026-06-16
522,167,Part,Oil Filter,1,930.3,930.3,14,2026-06-16
523,168,Consumable,Brake Fluid,3,257.52,772.56,16,2026-06-16
524,168,Part,Air Filter,2,386.29,772.58,17,2026-06-16
525,168,Labour,Washing & Polishing,1,1545.15,1545.15,15,2026-06-16
526,169,Labour,Washing & Polishing,1,1137.19,1137.19,17,2026-06-16
527,169,Part,Spark Plugs,3,303.25,909.75,17,2026-06-16
528,169,Oil,Engine Oil 5W-30,2,852.89,1705.78,16,2026-06-16
529,169,Part,Cabin Filter,2,284.3,568.6,16,2026-06-16
530,169,Consumable,Brake Fluid,3,189.53,568.59,14,2026-06-16
531,170,Part,Warranty Part Replacement,2,2430.57,4861.14,16,2026-06-16
532,170,Labour,Warranty Labour,1,5555.59,5555.59,14,2026-06-16
533,170,Consumable,Sealants & Gaskets,3,1157.41,3472.23,17,2026-06-16
534,171,Part,Clutch Plate,3,179.65,538.95,15,2026-06-16
535,171,Part,Brake Pads,1,718.61,718.61,16,2026-06-16
536,171,Labour,Diagnostic Labour,1,718.61,718.61,15,2026-06-16
537,171,Labour,Repair Labour,1,718.61,718.61,16,2026-06-16
538,171,Part,Battery,3,179.65,538.95,16,2026-06-16
539,171,Consumable,Wiring & Connectors,3,119.77,359.31,15,2026-06-16
540,173,Oil,Engine Oil 5W-30,3,1234.65,3703.95,17,2026-06-16
541,173,Consumable,Grease & Lubricants,1,2963.16,2963.16,16,2026-06-16
542,173,Labour,General Service Labour,1,7407.9,7407.9,15,2026-06-16
543,173,Labour,Washing & Polishing,1,2469.3,2469.3,16,2026-06-16
544,175,Consumable,Brake Fluid,3,343.22,1029.66,17,2026-06-16
545,175,Consumable,Grease & Lubricants,2,1235.61,2471.22,15,2026-06-16
546,175,Part,Air Filter,3,343.22,1029.66,14,2026-06-16
547,176,Consumable,Grease & Lubricants,3,953.67,2861.01,14,2026-06-16
548,176,Labour,Washing & Polishing,1,2384.18,2384.18,14,2026-06-16
549,176,Part,Cabin Filter,3,397.36,1192.08,16,2026-06-16
550,178,Part,Air Filter,1,1018.48,1018.48,17,2026-06-16
551,178,Part,Cabin Filter,3,339.49,1018.47,15,2026-06-16
552,178,Oil,Engine Oil 5W-30,2,1527.72,3055.44,14,2026-06-16
553,180,Part,Battery,1,1098.71,1098.71,15,2026-06-16
554,180,Part,Brake Pads,2,732.47,1464.94,17,2026-06-16
555,180,Labour,Repair Labour,1,1464.95,1464.95,17,2026-06-16
556,181,Consumable,Wiring & Connectors,3,394.58,1183.74,17,2026-06-16
557,181,Part,Battery,1,1775.61,1775.61,17,2026-06-16
558,181,Part,Clutch Plate,3,591.87,1775.61,14,2026-06-16
559,181,Labour,Repair Labour,1,2367.48,2367.48,16,2026-06-16
560,184,Consumable,Sealants & Gaskets,3,2202.16,6606.48,14,2026-06-16
561,184,Labour,Warranty Labour,1,10570.38,10570.38,14,2026-06-16
562,184,Part,Warranty Part Replacement,2,4624.54,9249.08,17,2026-06-16
563,185,Part,Air Filter,3,153.41,460.23,14,2026-06-16
564,185,Consumable,Coolant,1,460.23,460.23,14,2026-06-16
565,185,Labour,Washing & Polishing,1,920.47,920.47,15,2026-06-16
566,187,Part,Spark Plugs,2,498.33,996.66,15,2026-06-16
567,187,Part,Air Filter,2,311.46,622.92,15,2026-06-16
568,187,Consumable,Coolant,3,207.64,622.92,17,2026-06-16
569,187,Consumable,Brake Fluid,1,622.91,622.91,17,2026-06-16
570,187,Part,Cabin Filter,3,207.64,622.92,14,2026-06-16
571,187,Part,Oil Filter,1,622.91,622.91,17,2026-06-16
572,188,Part,Clutch Plate,3,835.15,2505.45,15,2026-06-16
573,188,Labour,Diagnostic Labour,1,3340.59,3340.59,15,2026-06-16
574,188,Labour,Repair Labour,1,3340.59,3340.59,15,2026-06-16
575,189,Part,Bumper,3,532.83,1598.49,17,2026-06-16
576,189,Labour,Painting Labour,1,2664.16,2664.16,15,2026-06-16
577,189,Consumable,Paint & Polish,1,1598.49,1598.49,17,2026-06-16
578,189,Part,Fender,3,355.22,1065.66,14,2026-06-16
579,189,Labour,Denting Labour,1,2664.16,2664.16,14,2026-06-16
580,190,Part,Bumper,1,1592.87,1592.87,16,2026-06-16
581,190,Consumable,Paint & Polish,1,1592.87,1592.87,16,2026-06-16
582,190,Part,Fender,1,1061.91,1061.91,14,2026-06-16
583,190,Labour,Denting Labour,1,2654.78,2654.78,14,2026-06-16
584,191,Consumable,Miscellaneous,2,1312.74,2625.48,16,2026-06-16
585,191,Labour,Recall Service Labour,1,6563.7,6563.7,15,2026-06-16
586,191,Part,Recall Part Replacement,1,3938.22,3938.22,16,2026-06-16
587,192,Consumable,Grease & Lubricants,1,253.67,253.67,17,2026-06-16
588,192,Part,Spark Plugs,1,169.11,169.11,16,2026-06-16
589,192,Oil,Engine Oil 5W-30,2,158.54,317.08,16,2026-06-16
590,192,Part,Oil Filter,1,105.69,105.69,15,2026-06-16
591,192,Consumable,Coolant,1,105.69,105.69,15,2026-06-16
592,193,Labour,General Service Labour,1,5159.45,5159.45,16,2026-06-16
593,193,Part,Oil Filter,2,429.95,859.9,16,2026-06-16
594,193,Consumable,Brake Fluid,3,286.64,859.92,15,2026-06-16
595,193,Consumable,Coolant,1,859.91,859.91,17,2026-06-16
596,195,Part,Battery,1,3501.31,3501.31,15,2026-06-16
597,195,Part,Clutch Plate,2,1750.66,3501.32,17,2026-06-16
598,195,Labour,Repair Labour,1,4668.41,4668.41,17,2026-06-16
599,195,Labour,Diagnostic Labour,1,4668.41,4668.41,17,2026-06-16
600,195,Part,Brake Pads,1,4668.41,4668.41,16,2026-06-16
601,195,Consumable,Wiring & Connectors,3,778.07,2334.21,14,2026-06-16
602,197,Labour,Painting Labour,1,4064.37,4064.37,14,2026-06-16
603,197,Part,Fender,2,812.87,1625.74,16,2026-06-16
604,197,Labour,Denting Labour,1,4064.37,4064.37,16,2026-06-16
605,198,Part,Spark Plugs,3,314.62,943.86,16,2026-06-16
606,198,Consumable,Brake Fluid,3,196.64,589.92,15,2026-06-16
607,198,Part,Oil Filter,3,196.64,589.92,14,2026-06-16
608,198,Consumable,Grease & Lubricants,2,707.89,1415.78,17,2026-06-16
609,198,Part,Cabin Filter,2,294.96,589.92,17,2026-06-16
610,200,Part,Headlight Assembly,2,1155.68,2311.36,16,2026-06-16
611,200,Part,Fender,3,770.45,2311.35,17,2026-06-16
612,200,Labour,Painting Labour,1,5778.4,5778.4,16,2026-06-16
613,200,Consumable,Paint & Polish,1,3467.04,3467.04,17,2026-06-16
614,200,Part,Bumper,2,1733.52,3467.04,16,2026-06-16
615,201,Consumable,Grease & Lubricants,3,381.97,1145.91,14,2026-06-16
616,201,Labour,General Service Labour,1,2864.81,2864.81,16,2026-06-16
617,201,Consumable,Coolant,3,159.16,477.48,15,2026-06-16
618,201,Oil,Engine Oil 5W-30,1,1432.41,1432.41,15,2026-06-16
619,201,Part,Cabin Filter,2,238.73,477.46,17,2026-06-16
620,201,Part,Air Filter,1,477.47,477.47,14,2026-06-16
621,202,Part,Spark Plugs,3,537.34,1612.02,16,2026-06-16
622,202,Consumable,Coolant,1,1007.52,1007.52,15,2026-06-16
623,202,Consumable,Grease & Lubricants,2,1209.02,2418.04,17,2026-06-16
624,202,Oil,Engine Oil 5W-30,3,1007.52,3022.56,14,2026-06-16
625,202,Labour,Washing & Polishing,1,2015.04,2015.04,14,2026-06-16
626,202,Part,Cabin Filter,1,1007.52,1007.52,17,2026-06-16
627,203,Part,Battery,3,893.99,2681.97,14,2026-06-16
628,203,Labour,Diagnostic Labour,1,3575.97,3575.97,16,2026-06-16
629,203,Part,Brake Pads,1,3575.97,3575.97,16,2026-06-16
630,203,Labour,Repair Labour,1,3575.97,3575.97,15,2026-06-16
631,203,Consumable,Wiring & Connectors,2,893.99,1787.98,17,2026-06-16
632,203,Part,Clutch Plate,3,893.99,2681.97,16,2026-06-16
633,205,Labour,Warranty Labour,1,10391.33,10391.33,16,2026-06-16
634,205,Consumable,Sealants & Gaskets,1,6494.58,6494.58,15,2026-06-16
635,205,Part,Warranty Part Replacement,1,9092.42,9092.42,16,2026-06-16
636,206,Consumable,Wiring & Connectors,3,470.17,1410.51,15,2026-06-16
637,206,Part,Brake Pads,1,2821.03,2821.03,15,2026-06-16
638,206,Labour,Repair Labour,1,2821.03,2821.03,15,2026-06-16
639,207,Part,Battery,1,1550.92,1550.92,14,2026-06-16
640,207,Part,Brake Pads,1,2067.89,2067.89,17,2026-06-16
641,207,Part,Clutch Plate,3,516.97,1550.91,17,2026-06-16
642,207,Labour,Repair Labour,1,2067.89,2067.89,17,2026-06-16
643,207,Labour,Diagnostic Labour,1,2067.89,2067.89,17,2026-06-16
644,208,Part,Warranty Part Replacement,1,6095.51,6095.51,15,2026-06-16
645,208,Labour,Warranty Labour,1,6966.3,6966.3,17,2026-06-16
646,208,Consumable,Sealants & Gaskets,1,4353.94,4353.94,15,2026-06-16
647,209,Part,Cabin Filter,1,641.35,641.35,17,2026-06-16
648,209,Consumable,Brake Fluid,2,320.68,641.36,17,2026-06-16
649,209,Labour,Washing & Polishing,1,1282.7,1282.7,17,2026-06-16
650,209,Oil,Engine Oil 5W-30,2,962.03,1924.06,17,2026-06-16
651,210,Labour,Painting Labour,1,1122.01,1122.01,14,2026-06-16
652,210,Part,Fender,1,448.8,448.8,17,2026-06-16
653,210,Part,Headlight Assembly,1,448.8,448.8,15,2026-06-16
654,210,Consumable,Paint & Polish,3,224.4,673.2,16,2026-06-16
655,210,Part,Bumper,3,224.4,673.2,16,2026-06-16
656,211,Labour,Repair Labour,1,4780.7,4780.7,14,2026-06-16
657,211,Part,Brake Pads,1,4780.7,4780.7,17,2026-06-16
658,211,Labour,Diagnostic Labour,1,4780.7,4780.7,16,2026-06-16
659,211,Part,Battery,3,1195.17,3585.51,15,2026-06-16
660,211,Consumable,Wiring & Connectors,2,1195.17,2390.34,14,2026-06-16
661,211,Part,Clutch Plate,3,1195.17,3585.51,15,2026-06-16
662,212,Consumable,Grease & Lubricants,2,1080.26,2160.52,14,2026-06-16
663,212,Labour,General Service Labour,1,5401.31,5401.31,16,2026-06-16
664,212,Part,Oil Filter,1,900.22,900.22,15,2026-06-16
665,212,Part,Cabin Filter,2,450.11,900.22,17,2026-06-16
666,212,Consumable,Brake Fluid,3,300.07,900.21,16,2026-06-16
667,212,Part,Spark Plugs,3,480.12,1440.36,14,2026-06-16
668,213,Labour,Washing & Polishing,1,186.34,186.34,17,2026-06-16
669,213,Consumable,Grease & Lubricants,3,74.54,223.62,15,2026-06-16
670,213,Part,Spark Plugs,2,74.54,149.08,14,2026-06-16
671,213,Consumable,Coolant,3,31.06,93.18,17,2026-06-16
672,214,Oil,Engine Oil 5W-30,1,2596.8,2596.8,17,2026-06-16
673,214,Part,Spark Plugs,3,461.65,1384.95,15,2026-06-16
674,214,Part,Cabin Filter,3,288.53,865.59,14,2026-06-16
675,215,Part,Spark Plugs,1,2256.29,2256.29,17,2026-06-16
676,215,Part,Cabin Filter,1,1410.18,1410.18,15,2026-06-16
677,215,Labour,General Service Labour,1,8461.1,8461.1,15,2026-06-16
678,216,Consumable,Wiring & Connectors,2,825.73,1651.46,17,2026-06-16
679,216,Part,Brake Pads,3,1100.98,3302.94,15,2026-06-16
680,216,Part,Clutch Plate,1,2477.2,2477.2,14,2026-06-16
681,216,Labour,Repair Labour,1,3302.93,3302.93,17,2026-06-16
682,216,Labour,Diagnostic Labour,1,3302.93,3302.93,14,2026-06-16
683,217,Consumable,Sealants & Gaskets,1,988.09,988.09,16,2026-06-16
684,217,Part,Warranty Part Replacement,2,691.66,1383.32,16,2026-06-16
685,217,Labour,Warranty Labour,1,1580.95,1580.95,14,2026-06-16
686,218,Part,Air Filter,1,810.96,810.96,15,2026-06-16
687,218,Consumable,Grease & Lubricants,1,1946.3,1946.3,16,2026-06-16
688,218,Consumable,Coolant,3,270.32,810.96,15,2026-06-16
689,218,Labour,Washing & Polishing,1,1621.92,1621.92,14,2026-06-16
690,218,Consumable,Brake Fluid,1,810.96,810.96,14,2026-06-16
691,219,Part,Clutch Plate,1,2354.49,2354.49,17,2026-06-16
692,219,Labour,Diagnostic Labour,1,3139.32,3139.32,16,2026-06-16
693,219,Consumable,Wiring & Connectors,1,1569.66,1569.66,14,2026-06-16
694,221,Oil,Engine Oil 5W-30,1,3907.13,3907.13,16,2026-06-16
695,221,Part,Cabin Filter,1,1302.38,1302.38,14,2026-06-16
696,221,Part,Spark Plugs,1,2083.8,2083.8,14,2026-06-16
697,221,Part,Oil Filter,3,434.13,1302.39,14,2026-06-16
698,223,Part,Oil Filter,3,228.66,685.98,14,2026-06-16
699,223,Part,Cabin Filter,1,685.98,685.98,15,2026-06-16
700,223,Labour,General Service Labour,1,4115.89,4115.89,15,2026-06-16
701,224,Labour,Washing & Polishing,1,534.58,534.58,14,2026-06-16
702,224,Consumable,Coolant,3,89.1,267.3,15,2026-06-16
703,224,Labour,General Service Labour,1,1603.73,1603.73,16,2026-06-16
704,225,Labour,General Service Labour,1,1764.33,1764.33,17,2026-06-16
705,225,Part,Cabin Filter,2,147.03,294.06,15,2026-06-16
706,225,Part,Air Filter,1,294.05,294.05,15,2026-06-16
707,226,Part,Clutch Plate,2,334.83,669.66,15,2026-06-16
708,226,Part,Brake Pads,3,297.63,892.89,15,2026-06-16
709,226,Consumable,Wiring & Connectors,1,446.44,446.44,15,2026-06-16
710,226,Labour,Diagnostic Labour,1,892.89,892.89,15,2026-06-16
711,226,Labour,Repair Labour,1,892.89,892.89,16,2026-06-16
712,227,Labour,Washing & Polishing,1,1261.86,1261.86,15,2026-06-16
713,227,Part,Spark Plugs,1,1009.49,1009.49,15,2026-06-16
714,227,Oil,Engine Oil 5W-30,2,946.4,1892.8,14,2026-06-16
715,231,Part,Brake Pads,3,398.34,1195.02,16,2026-06-16
716,231,Labour,Diagnostic Labour,1,1195.03,1195.03,14,2026-06-16
717,231,Part,Battery,1,896.27,896.27,15,2026-06-16
718,231,Labour,Repair Labour,1,1195.03,1195.03,16,2026-06-16
719,232,Labour,Repair Labour,1,3574.56,3574.56,16,2026-06-16
720,232,Part,Brake Pads,3,1191.52,3574.56,17,2026-06-16
721,232,Consumable,Wiring & Connectors,1,1787.28,1787.28,15,2026-06-16
722,233,Labour,Washing & Polishing,1,2628.17,2628.17,16,2026-06-16
723,233,Consumable,Coolant,3,438.03,1314.09,17,2026-06-16
724,233,Oil,Engine Oil 5W-30,1,3942.26,3942.26,14,2026-06-16
725,233,Consumable,Brake Fluid,3,438.03,1314.09,17,2026-06-16
726,233,Consumable,Grease & Lubricants,3,1051.27,3153.81,14,2026-06-16
727,234,Part,Cabin Filter,3,389.02,1167.06,16,2026-06-16
728,234,Consumable,Grease & Lubricants,1,2800.97,2800.97,14,2026-06-16
729,234,Part,Spark Plugs,2,933.66,1867.32,15,2026-06-16
730,234,Labour,General Service Labour,1,7002.43,7002.43,14,2026-06-16
731,234,Consumable,Coolant,2,583.54,1167.08,17,2026-06-16
732,236,Consumable,Brake Fluid,2,566.6,1133.2,17,2026-06-16
733,236,Consumable,Grease & Lubricants,2,1359.84,2719.68,16,2026-06-16
734,236,Part,Cabin Filter,1,1133.2,1133.2,15,2026-06-16
735,236,Part,Spark Plugs,2,906.56,1813.12,14,2026-06-16
736,236,Part,Oil Filter,2,566.6,1133.2,15,2026-06-16
737,238,Labour,General Service Labour,1,1211.58,1211.58,15,2026-06-16
738,238,Part,Air Filter,2,100.97,201.94,16,2026-06-16
739,238,Consumable,Coolant,1,201.93,201.93,15,2026-06-16
740,238,Consumable,Grease & Lubricants,3,161.54,484.62,17,2026-06-16
741,238,Part,Spark Plugs,2,161.54,323.08,16,2026-06-16
742,239,Part,Battery,1,3073.76,3073.76,17,2026-06-16
743,239,Labour,Diagnostic Labour,1,4098.35,4098.35,14,2026-06-16
744,239,Consumable,Wiring & Connectors,1,2049.17,2049.17,15,2026-06-16
745,239,Labour,Repair Labour,1,4098.35,4098.35,15,2026-06-16
746,239,Part,Brake Pads,2,2049.17,4098.34,17,2026-06-16
747,239,Part,Clutch Plate,2,1536.88,3073.76,14,2026-06-16
748,240,Oil,Engine Oil 5W-30,3,296.75,890.25,16,2026-06-16
749,240,Labour,Washing & Polishing,1,593.5,593.5,17,2026-06-16
750,240,Part,Cabin Filter,2,148.38,296.76,15,2026-06-16
751,240,Consumable,Coolant,2,148.38,296.76,16,2026-06-16
752,240,Part,Air Filter,2,148.38,296.76,14,2026-06-16
753,241,Consumable,Brake Fluid,1,1214.67,1214.67,14,2026-06-16
754,241,Part,Cabin Filter,1,1214.67,1214.67,14,2026-06-16
755,241,Part,Air Filter,1,1214.67,1214.67,15,2026-06-16
756,241,Consumable,Grease & Lubricants,3,971.74,2915.22,15,2026-06-16
757,243,Consumable,Brake Fluid,3,347.66,1042.98,15,2026-06-16
758,243,Consumable,Coolant,2,521.5,1043.0,15,2026-06-16
759,243,Consumable,Grease & Lubricants,1,2503.18,2503.18,15,2026-06-16
760,243,Labour,Washing & Polishing,1,2085.98,2085.98,15,2026-06-16
761,243,Oil,Engine Oil 5W-30,1,3128.97,3128.97,17,2026-06-16
762,244,Labour,Warranty Labour,1,1796.31,1796.31,15,2026-06-16
763,244,Consumable,Sealants & Gaskets,3,374.23,1122.69,16,2026-06-16
764,244,Part,Warranty Part Replacement,2,785.88,1571.76,15,2026-06-16
765,246,Consumable,Coolant,3,264.83,794.49,15,2026-06-16
766,246,Labour,Washing & Polishing,1,1589.0,1589.0,14,2026-06-16
767,246,Oil,Engine Oil 5W-30,3,794.5,2383.5,15,2026-06-16
768,246,Consumable,Grease & Lubricants,2,953.4,1906.8,17,2026-06-16
769,246,Part,Cabin Filter,3,264.83,794.49,17,2026-06-16
770,247,Consumable,Grease & Lubricants,2,1004.05,2008.1,15,2026-06-16
771,247,Part,Spark Plugs,2,669.37,1338.74,15,2026-06-16
772,247,Labour,General Service Labour,1,5020.27,5020.27,14,2026-06-16
773,247,Oil,Engine Oil 5W-30,1,2510.14,2510.14,15,2026-06-16
774,247,Part,Cabin Filter,1,836.71,836.71,14,2026-06-16
